Treatment,Treatment_t,Pattern_k,AE_type,AE_type_j,Phi_kj
AC,1,1,HYPERVENTIL_4,380,1.28016036092816e-07
AC,1,1,CEREBROVASC ACCID_4,107,1.2798601855937e-07
AC,1,1,MENS DIS_3,500,1.27968839822601e-07
AC,1,1,KIDNEY FAIL_3,445,1.2795992175998e-07
AC,1,1,THROMBOPHLEB DEEP_3,766,1.27951808135306e-07
AC,1,1,LDH INC_2,459,1.27946544340321e-07
AC,1,1,HERPES ZOSTER_3,349,1.27938160031465e-07
AC,1,1,HYPERCALCEM_1,352,1.27937325161287e-07
AC,1,1,ARTERIOSCLEROSIS_1,51,1.27934727771361e-07
AC,1,1,INFECT URIN TRACT_2,414,1.27931997103238e-07
AC,1,1,NEPHRITIS_3,550,1.27922519151451e-07
AC,1,1,CONSTIP_3,131,1.27905685776492e-07
AC,1,1,ATAXIA_2,72,1.27900719998614e-07
AC,1,1,HERPES SIMPLEX_2,345,1.27899873766368e-07
AC,1,1,ESOPHAGITIS_2,260,1.27898028150478e-07
AC,1,1,MUCOUS MEM DIS_4,523,1.27879922106454e-07
AC,1,1,DIPLOPIA_2,175,1.27866047646292e-07
AC,1,1,VERTIGO_2,825,1.27864900218234e-07
AC,1,1,EDEMA CONJUNCT_2,213,1.27864891348627e-07
AC,1,1,LUNG DIS_3,478,1.278518988594e-07
AC,1,1,ENDOMETR DIS_1,243,1.27843533803145e-07
AC,1,1,BLIND_1,78,1.27843503910189e-07
AC,1,1,PALLOR_1,614,1.27843501932189e-07
AC,1,1,COAGUL DIS_2,118,1.27843463902656e-07
AC,1,1,HYPOCALCEM_1,382,1.27843448483791e-07
AC,1,1,PAPILLEDEMA_1,621,1.27843422618825e-07
AC,1,1,VASC DIS PERIPH_1,816,1.27843420171298e-07
AC,1,1,PARATHYR DIS_1,625,1.27843419545787e-07
AC,1,1,KIDNEY FUNC ABNORM_2,447,1.27843402068872e-07
AC,1,1,ARTHROSIS_1,60,1.27843398185899e-07
AC,1,1,ASCITES_1,62,1.27843366298099e-07
AC,1,1,MYOSITIS_1,532,1.27843366298099e-07
AC,1,1,RASH PUST_1,676,1.27843366298099e-07
AC,1,1,TACHYCARDIA_1,743,1.27841107114501e-07
AC,1,1,ARTHRALGIA_1,53,1.27821429202854e-07
AC,1,1,REACT UNEVAL_2,684,1.27818857403768e-07
AC,1,1,RASH_1,680,1.27809171920811e-07
AC,1,1,GAIT ABNORM_2,279,1.27785371055146e-07
AC,1,1,OPHTHALMITIS_2,569,1.27781288356719e-07
AC,1,1,GINGIVITIS_1,290,1.27730514730243e-07
AC,1,1,INFECT URIN TRACT_3,415,1.27705963473602e-07
AC,1,1,VERTIGO_3,826,1.2770440623529e-07
AC,1,1,LEUKOPENIA_2,461,1.27703178552285e-07
AC,1,1,ESOPHAGITIS_3,261,1.27702786276057e-07
AC,1,1,HEM RECTAL_1,323,1.27691955339893e-07
AC,1,1,HERPES SIMPLEX_3,346,1.27691887882023e-07
AC,1,1,PAIN EYE_1,600,1.27687091773923e-07
AC,1,1,THROMBOPHLEB DEEP_4,767,1.27682931982326e-07
AC,1,1,KIDNEY FAIL_4,446,1.27672993801385e-07
AC,1,1,HYPERCALCEM_2,353,1.27650740893268e-07
AC,1,1,ARTERIOSCLEROSIS_3,52,1.27648168997204e-07
AC,1,1,RECTAL DIS_1,686,1.27616989645524e-07
AC,1,1,RHINITIS_1,693,1.276156562187e-07
AC,1,1,PRURITUS_2,663,1.27591579881222e-07
AC,1,1,OPHTHALMITIS_3,570,1.27581421101844e-07
AC,1,1,ENDOMETR DIS_3,244,1.27558333823091e-07
AC,1,1,BLIND_2,79,1.27558288416405e-07
AC,1,1,PALLOR_2,615,1.27558286440529e-07
AC,1,1,COAGUL DIS_3,119,1.27558257673611e-07
AC,1,1,HYPOCALCEM_4,383,1.27558235451618e-07
AC,1,1,PAPILLEDEMA_2,622,1.275582068693e-07
AC,1,1,PARATHYR DIS_2,626,1.27558205667484e-07
AC,1,1,VASC DIS PERIPH_2,817,1.27558205007494e-07
AC,1,1,KIDNEY FUNC ABNORM_3,448,1.27558186978743e-07
AC,1,1,ARTHROSIS_2,61,1.27558186086196e-07
AC,1,1,ASCITES_2,63,1.27558151349495e-07
AC,1,1,MYOSITIS_3,533,1.27558151349495e-07
AC,1,1,RASH PUST_2,677,1.27558151349495e-07
AC,1,1,VASODILAT_1,819,1.27554483685274e-07
AC,1,1,REACT UNEVAL_3,685,1.27537453016881e-07
AC,1,1,SKIN DIS_1,714,1.27534625371035e-07
AC,1,1,AMNESIA_1,27,1.27498391092018e-07
AC,1,1,WEIGHT INC_1,846,1.27490653847413e-07
AC,1,1,COUGH INC_1,135,1.2748978675239e-07
AC,1,1,HEM_1,331,1.27478541678437e-07
AC,1,1,HYPERTONIA_1,374,1.27471215257706e-07
AC,1,1,SWEAT_1,737,1.27440666758687e-07
AC,1,1,EDEMA PERIPH_1,220,1.27440422241385e-07
AC,1,1,ARTHRALGIA_2,54,1.27432780313682e-07
AC,1,1,ANOREXIA_1,35,1.2742587609992e-07
AC,1,1,TACHYCARDIA_2,744,1.27422620476373e-07
AC,1,1,THROM_1,760,1.27419658288302e-07
AC,1,1,DEAF_1,150,1.27410186109987e-07
AC,1,1,CONJUNCTIVITIS_1,126,1.27406192210717e-07
AC,1,1,FEVER_1,266,1.27396983326424e-07
AC,1,1,RASH_2,681,1.27381405519026e-07
AC,1,1,LEUKOPENIA_3,462,1.27379984623455e-07
AC,1,1,SEPSIS_2,698,1.27356415124352e-07
AC,1,1,HEM GI_1,317,1.27347342528629e-07
AC,1,1,PROCTITIS_1,659,1.27338552290029e-07
AC,1,1,PRURITUS_3,664,1.2730071699938e-07
AC,1,1,METRORRHAGIA_1,502,1.27276775289269e-07
AC,1,1,CHILLS_1,110,1.27271128335303e-07
AC,1,1,GINGIVITIS_2,291,1.27267631628791e-07
AC,1,1,ARTHRALGIA_3,55,1.27230233754656e-07
AC,1,1,WEIGHT DEC_1,843,1.27225966489317e-07
AC,1,1,SYNCOPE_1,740,1.27219271279418e-07
AC,1,1,RECTAL DIS_2,687,1.27205222275326e-07
AC,1,1,RHINITIS_2,694,1.27188881125926e-07
AC,1,1,HEM RECTAL_2,324,1.27185369620675e-07
AC,1,1,PAIN EYE_2,601,1.27181754602682e-07
AC,1,1,INSOMNIA_1,431,1.27180439297569e-07
AC,1,1,LEUKOPENIA_4,463,1.27157440587586e-07
AC,1,1,NAIL DIS_1,534,1.27153540004239e-07
AC,1,1,RASH_3,682,1.27141677955019e-07
AC,1,1,TACHYCARDIA_3,745,1.27139574009419e-07
AC,1,1,VASODILAT_2,820,1.2712296635216e-07
AC,1,1,SKIN DIS_2,715,1.27101160473601e-07
AC,1,1,WEIGHT INC_2,847,1.27063395049612e-07
AC,1,1,COUGH INC_2,136,1.27058237245116e-07
AC,1,1,CYSTITIS_1,147,1.27052160527089e-07
AC,1,1,VISION ABNORM_1,828,1.27050596235322e-07
AC,1,1,HYPERTONIA_2,375,1.27047995603784e-07
AC,1,1,DEAF_2,151,1.27034450333681e-07
AC,1,1,SEPSIS_3,699,1.27032823325257e-07
AC,1,1,CEREBELL SYND_1,103,1.27024078458799e-07
AC,1,1,THROM_2,761,1.27021186589755e-07
AC,1,1,DYSPEPSIA_1,193,1.27019848383888e-07
AC,1,1,AMNESIA_2,28,1.2700914866247e-07
AC,1,1,SWEAT_2,738,1.27003863099111e-07
AC,1,1,ABSCESS_1,7,1.26990306821423e-07
AC,1,1,HEM_2,332,1.26989498058197e-07
AC,1,1,LIVER FUNC ABNORM_1,472,1.2698633022808e-07
AC,1,1,CONJUNCTIVITIS_2,127,1.26982139828104e-07
AC,1,1,GINGIVITIS_3,292,1.2697833339703e-07
AC,1,1,ANOREXIA_2,36,1.26976268947245e-07
AC,1,1,EDEMA PERIPH_2,221,1.26964795571998e-07
AC,1,1,COLITIS_1,120,1.26950955969731e-07
AC,1,1,RECTAL DIS_3,688,1.2694647116702e-07
AC,1,1,ANXIETY_1,38,1.26936725926139e-07
AC,1,1,EDEMA_1,225,1.26936238268672e-07
AC,1,1,HEM GI_2,318,1.26924524503673e-07
AC,1,1,RHINITIS_3,695,1.26922203111457e-07
AC,1,1,HEM RECTAL_3,325,1.26903088493044e-07
AC,1,1,PAIN EYE_3,602,1.26896511438293e-07
AC,1,1,FEVER_2,267,1.26890260752467e-07
AC,1,1,MYASTHENIA_1,528,1.26886295158948e-07
AC,1,1,PROCTITIS_2,660,1.26885060883237e-07
AC,1,1,RESPIRAT DIS_1,690,1.26883859251012e-07
AC,1,1,SKIN DIS_3,716,1.26874402094283e-07
AC,1,1,VASODILAT_3,821,1.26870035469269e-07
AC,1,1,THROM_3,762,1.26850196379065e-07
AC,1,1,PNEUMONIA_1,649,1.26839442242747e-07
AC,1,1,METRORRHAGIA_2,503,1.26834304920287e-07
AC,1,1,WEIGHT INC_3,848,1.26831813855397e-07
AC,1,1,ASTHMA_1,68,1.26829204410962e-07
AC,1,1,TOOTH DIS_1,778,1.26823628056492e-07
AC,1,1,AMNESIA_3,29,1.26803975415677e-07
AC,1,1,DYSPAREUNIA_1,190,1.26801470923469e-07
AC,1,1,SYNCOPE_2,741,1.26791065311696e-07
AC,1,1,CHILLS_2,111,1.2678305782219e-07
AC,1,1,COUGH INC_3,137,1.26779661610086e-07
AC,1,1,HYPERTONIA_3,376,1.26765079980876e-07
AC,1,1,WEIGHT DEC_2,844,1.26752482077508e-07
AC,1,1,SWEAT_3,739,1.26749649396763e-07
AC,1,1,SEPSIS_4,700,1.26745973814428e-07
AC,1,1,CONJUNCTIVITIS_3,128,1.26736906947394e-07
AC,1,1,MOVEMENT DIS_1,518,1.26736510423817e-07
AC,1,1,ANOREXIA_3,37,1.2673636576405e-07
AC,1,1,DEAF_3,152,1.26736070466539e-07
AC,1,1,CRAMPS LEG_1,138,1.26722880677154e-07
AC,1,1,HEM GI_3,319,1.26718266893517e-07
AC,1,1,GLOSSITIS_1,294,1.26714821937376e-07
AC,1,1,HEM_3,333,1.2670503910664e-07
AC,1,1,INSOMNIA_2,432,1.2670340070668e-07
AC,1,1,NAIL DIS_2,535,1.267007631101e-07
AC,1,1,EDEMA PERIPH_3,222,1.26693765045724e-07
AC,1,1,ALLERG REACT_1,18,1.26669019635786e-07
AC,1,1,DIARRHEA_1,170,1.26664533529626e-07
AC,1,1,ABSCESS_2,8,1.26637433720936e-07
AC,1,1,SYNCOPE_3,742,1.26634200983499e-07
AC,1,1,ISCHEMIA MYOCARD_1,435,1.26627743902648e-07
AC,1,1,PROCTITIS_3,661,1.26623521026438e-07
AC,1,1,VISION ABNORM_2,829,1.26597592453266e-07
AC,1,1,METRORRHAGIA_3,504,1.26590250360219e-07
AC,1,1,COLITIS_2,121,1.26585907932445e-07
AC,1,1,DYSPEPSIA_2,194,1.2657959683726e-07
AC,1,1,LIVER FUNC ABNORM_2,473,1.265750440133e-07
AC,1,1,DERM EXFOL_1,162,1.26564772121163e-07
AC,1,1,CEREBELL SYND_2,104,1.26563829014064e-07
AC,1,1,CARDIOVASC DIS_1,96,1.26544510483713e-07
AC,1,1,CYSTITIS_2,148,1.2654446915144e-07
AC,1,1,EMOTION LABIL_1,239,1.26515453985285e-07
AC,1,1,CHILLS_3,112,1.26497197784756e-07
AC,1,1,FEVER_3,268,1.26483292898319e-07
AC,1,1,ANXIETY_2,39,1.26477421817675e-07
AC,1,1,COLITIS_3,122,1.26467167228666e-07
AC,1,1,WEIGHT DEC_3,845,1.26466705423326e-07
AC,1,1,NAIL DIS_3,536,1.26454790478339e-07
AC,1,1,PNEUMONIA_2,650,1.26447721253162e-07
AC,1,1,EDEMA_2,226,1.2644522046917e-07
AC,1,1,TOOTH DIS_2,779,1.26423839247991e-07
AC,1,1,INSOMNIA_3,433,1.26423768621004e-07
AC,1,1,ABSCESS_3,9,1.26415706188442e-07
AC,1,1,THINKING ABNORM_1,755,1.26381315807813e-07
AC,1,1,DYSPAREUNIA_2,191,1.26369009780225e-07
AC,1,1,THROMBOPHLEB_1,768,1.26358961795423e-07
AC,1,1,VISION ABNORM_3,830,1.26357286813919e-07
AC,1,1,DYSPEPSIA_3,195,1.26355004013997e-07
AC,1,1,ASTHMA_2,69,1.2635432178977e-07
AC,1,1,RESPIRAT DIS_2,691,1.26342234054432e-07
AC,1,1,DEPRESSION_1,158,1.26331557925275e-07
AC,1,1,STOMATITIS_1,729,1.2632860304694e-07
AC,1,1,HEM VAGINAL_1,328,1.26325999271273e-07
AC,1,1,MYASTHENIA_2,529,1.26313211273473e-07
AC,1,1,CEREBELL SYND_3,105,1.26308246531473e-07
AC,1,1,HYPOTENS_1,398,1.2630778225711e-07
AC,1,1,FEVER_4,269,1.26295663143231e-07
AC,1,1,LIVER FUNC ABNORM_4,474,1.26291094671884e-07
AC,1,1,MOVEMENT DIS_2,519,1.26290252066612e-07
AC,1,1,CYSTITIS_3,149,1.26276529353012e-07
AC,1,1,TOOTH DIS_3,780,1.26262724745096e-07
AC,1,1,TENOSYNOVITIS_1,752,1.26239363225611e-07
AC,1,1,ANXIETY_3,40,1.26223197766658e-07
AC,1,1,DIABETES MELL_1,167,1.26218986477191e-07
AC,1,1,CRAMPS LEG_2,139,1.26204172136567e-07
AC,1,1,NEURALGIA_1,553,1.26201355525954e-07
AC,1,1,GLOSSITIS_2,295,1.26198158152404e-07
AC,1,1,RASH MAC PAP_1,673,1.26196940870232e-07
AC,1,1,EDEMA_3,227,1.26161993414652e-07
AC,1,1,ALLERG REACT_2,19,1.26159837830917e-07
AC,1,1,HEMATURIA_1,335,1.26154422285371e-07
AC,1,1,DYSPAREUNIA_3,192,1.26153620712421e-07
AC,1,1,ISCHEMIA MYOCARD_2,436,1.26150776409734e-07
AC,1,1,EEG ABNORM_1,228,1.26101278834199e-07
AC,1,1,HEART FAIL LEFT_1,309,1.26098773166847e-07
AC,1,1,ASTHMA_3,70,1.26088249693632e-07
AC,1,1,DIARRHEA_2,171,1.260846794878e-07
AC,1,1,MOVEMENT DIS_3,520,1.26079915104583e-07
AC,1,1,RESPIRAT DIS_3,692,1.26063815465262e-07
AC,1,1,CONFUS_1,123,1.26043902536737e-07
AC,1,1,MYASTHENIA_3,530,1.26034685439413e-07
AC,1,1,DERM EXFOL_2,163,1.26030995037586e-07
AC,1,1,CARDIOVASC DIS_2,97,1.26028159404715e-07
AC,1,1,PNEUMONIA_3,651,1.26027358043622e-07
AC,1,1,AMBLYOPIA_1,22,1.25998993947089e-07
AC,1,1,EMOTION LABIL_2,240,1.25984645544838e-07
AC,1,1,VOMIT_1,835,1.25922962408008e-07
AC,1,1,CRAMPS LEG_3,140,1.25921564480328e-07
AC,1,1,GLOSSITIS_3,296,1.25920240347675e-07
AC,1,1,MENOPAUSE_1,493,1.25900874894362e-07
AC,1,1,ISCHEMIA MYOCARD_3,437,1.25894402584012e-07
AC,1,1,THROMBOPHLEB_2,769,1.25880726410965e-07
AC,1,1,PAIN BONE_1,588,1.25879820099902e-07
AC,1,1,EMB PULM_2,236,1.25869154258584e-07
AC,1,1,HEM VAGINAL_2,329,1.2582436801102e-07
AC,1,1,ALLERG REACT_3,20,1.25816155977701e-07
AC,1,1,THINKING ABNORM_2,756,1.25813552992509e-07
AC,1,1,DEHYDRAT_1,153,1.25805115697409e-07
AC,1,1,DEPRESSION_2,159,1.25801786412781e-07
AC,1,1,CARDIOVASC DIS_3,98,1.25795737045172e-07
AC,1,1,STOMATITIS_2,730,1.25780042101398e-07
AC,1,1,TENOSYNOVITIS_2,753,1.25777740687579e-07
AC,1,1,HYPOTENS_2,399,1.25762758773313e-07
AC,1,1,DIABETES MELL_2,168,1.25755006339127e-07
AC,1,1,PNEUMONIA_4,652,1.25753211099175e-07
AC,1,1,DERM EXFOL_3,164,1.25750653305371e-07
AC,1,1,PNEUMOTHORAX_1,653,1.25742186957319e-07
AC,1,1,RASH MAC PAP_2,674,1.25718574755378e-07
AC,1,1,DYSPNEA_1,199,1.25710074984975e-07
AC,1,1,EMOTION LABIL_3,241,1.25707729258306e-07
AC,1,1,ANEMIA_1,30,1.25693607861628e-07
AC,1,1,CHOLECYST_1,113,1.2568961551751e-07
AC,1,1,NEURALGIA_2,554,1.2565747618283e-07
AC,1,1,RADIAT INJ_1,670,1.25643206337902e-07
AC,1,1,DIARRHEA_3,172,1.25634944024288e-07
AC,1,1,NECK RIGID_1,540,1.2562406966703e-07
AC,1,1,EEG ABNORM_2,229,1.25615769533508e-07
AC,1,1,HEMATURIA_2,336,1.25615008256568e-07
AC,1,1,THROMBOPHLEB_3,770,1.25597361569716e-07
AC,1,1,MYALGIA_1,524,1.25563804684663e-07
AC,1,1,DIABETES MELL_3,169,1.25545297003845e-07
AC,1,1,AMBLYOPIA_2,23,1.25544226600358e-07
AC,1,1,HEM VAGINAL_4,330,1.25541964706275e-07
AC,1,1,THINKING ABNORM_3,757,1.25537383158006e-07
AC,1,1,ALLERG REACT_4,21,1.25537310764939e-07
AC,1,1,HEART FAIL LEFT_2,310,1.25534079864761e-07
AC,1,1,CONFUS_2,124,1.25527755945626e-07
AC,1,1,DIZZINESS_1,176,1.25525408119107e-07
AC,1,1,DEPRESSION_3,160,1.25524999460717e-07
AC,1,1,ULCER MOUTH_1,790,1.25513364979956e-07
AC,1,1,HEADACHE_1,302,1.25498847155135e-07
AC,1,1,TENOSYNOVITIS_3,754,1.25498033186633e-07
AC,1,1,HYPERKALEM_1,362,1.25483227733004e-07
AC,1,1,RASH MAC PAP_3,675,1.25452382137188e-07
AC,1,1,ASTHENIA_1,64,1.25417648740458e-07
AC,1,1,EFFUS PERICARD_1,231,1.25397545042419e-07
AC,1,1,STOMATITIS_3,731,1.25391514237612e-07
AC,1,1,NEURALGIA_3,555,1.25380535226382e-07
AC,1,1,MENOPAUSE_2,494,1.25377626941862e-07
AC,1,1,DIARRHEA_4,173,1.25370441427998e-07
AC,1,1,EEG ABNORM_3,230,1.25360725769136e-07
AC,1,1,MALAISE_1,486,1.25356741608252e-07
AC,1,1,HEMATURIA_3,337,1.25356242440322e-07
AC,1,1,HYPOTENS_3,400,1.25342211850318e-07
AC,1,1,VOMIT_2,836,1.25335483651525e-07
AC,1,1,EMB PULM_3,237,1.25329039293504e-07
AC,1,1,CONFUS_3,125,1.25300601977753e-07
AC,1,1,INJECT SITE REACT_1,424,1.25291329038378e-07
AC,1,1,PAIN BONE_2,589,1.25275145508315e-07
AC,1,1,AMBLYOPIA_3,24,1.25262694261687e-07
AC,1,1,HEART FAIL LEFT_3,311,1.25259064014825e-07
AC,1,1,DEPRESSION_4,161,1.25230865102319e-07
AC,1,1,DEHYDRAT_2,154,1.25215771148784e-07
AC,1,1,CHOLECYST_2,114,1.25212862592216e-07
AC,1,1,RADIAT INJ_2,671,1.25138401368753e-07
AC,1,1,STOMATITIS_4,732,1.2513634962145e-07
AC,1,1,DYSPNEA_2,200,1.25129150687625e-07
AC,1,1,ANEMIA_2,31,1.25127878589359e-07
AC,1,1,MENOPAUSE_3,495,1.25114467581137e-07
AC,1,1,NECK RIGID_2,541,1.25075636054099e-07
AC,1,1,EMB PULM_4,238,1.250653880547e-07
AC,1,1,HYPOTENS_4,401,1.25054291241793e-07
AC,1,1,HYPOMAGNESEM_1,391,1.25033539380614e-07
AC,1,1,ULCER MOUTH_2,791,1.24988388190771e-07
AC,1,1,MYALGIA_2,525,1.24982691227013e-07
AC,1,1,LYMPHANGITIS_1,481,1.24973074945962e-07
AC,1,1,CONVULS_1,132,1.24940775677668e-07
AC,1,1,HYPERTHYR_1,371,1.24940706992148e-07
AC,1,1,PNEUMONIA INTERSTIT_1,646,1.24940492600011e-07
AC,1,1,ERYTHEMA MULT_1,256,1.24940492600009e-07
AC,1,1,CHOLECYST_3,115,1.24939245989003e-07
AC,1,1,PNEUMOTHORAX_2,654,1.24931750707977e-07
AC,1,1,HYPERKALEM_2,363,1.24930403757576e-07
AC,1,1,VOMIT_3,837,1.24924160859446e-07
AC,1,1,RADIAT INJ_3,672,1.24887492505633e-07
AC,1,1,HEADACHE_2,303,1.24877544841024e-07
AC,1,1,DIZZINESS_2,177,1.24867818593944e-07
AC,1,1,EFFUS PERICARD_2,232,1.24846274611392e-07
AC,1,1,PAIN BONE_3,590,1.24815655275104e-07
AC,1,1,MALAISE_2,487,1.24810661908008e-07
AC,1,1,HYPERTENS_1,367,1.24803831421186e-07
AC,1,1,NECK RIGID_3,542,1.2480261500027e-07
AC,1,1,ARRHYTHMIA_1,47,1.24770336022506e-07
AC,1,1,ASTHENIA_2,65,1.24739600765075e-07
AC,1,1,DEHYDRAT_3,155,1.24736447485588e-07
AC,1,1,VOMIT_4,838,1.24726286705712e-07
AC,1,1,DYSPNEA_3,201,1.24718094438165e-07
AC,1,1,ANEMIA_3,32,1.24715926385664e-07
AC,1,1,ULCER MOUTH_3,792,1.24713139098834e-07
AC,1,1,INJECT SITE REACT_2,425,1.24697673061051e-07
AC,1,1,HYPERKALEM_3,364,1.24658049782789e-07
AC,1,1,HYPERGLYCEM_1,358,1.24648194985925e-07
AC,1,1,ANEMIA_4,33,1.24601168564317e-07
AC,1,1,EFFUS PERICARD_3,233,1.24574254520314e-07
AC,1,1,MYALGIA_3,526,1.24558081506538e-07
AC,1,1,MALAISE_3,488,1.24538811751926e-07
AC,1,1,PAIN BONE_4,591,1.24534607757241e-07
AC,1,1,DYSPNEA_4,202,1.24509420230913e-07
AC,1,1,SGOT INC_1,701,1.24502457903117e-07
AC,1,1,HYPOMAGNESEM_2,392,1.24489263855088e-07
AC,1,1,DEHYDRAT_4,156,1.24464023300053e-07
AC,1,1,HEADACHE_3,304,1.24442155996016e-07
AC,1,1,PNEUMOTHORAX_3,655,1.24431646800799e-07
AC,1,1,LYMPHANGITIS_2,482,1.24429994406222e-07
AC,1,1,CONVULS_2,133,1.24398304667221e-07
AC,1,1,HYPERTHYR_2,372,1.24398225714274e-07
AC,1,1,PNEUMONIA INTERSTIT_2,647,1.24397998750428e-07
AC,1,1,ERYTHEMA MULT_2,257,1.24397998750425e-07
AC,1,1,NEUROPATHY_1,557,1.24384063594056e-07
AC,1,1,PERSON DIS_1,632,1.24363852372346e-07
AC,1,1,DIZZINESS_3,178,1.24316361376351e-07
AC,1,1,MYALGIA_4,527,1.24276120364594e-07
AC,1,1,ASTHENIA_3,66,1.24271941200967e-07
AC,1,1,INJECT SITE REACT_3,426,1.24268160495008e-07
AC,1,1,HYPOMAGNESEM_3,393,1.24218799630068e-07
AC,1,1,HEADACHE_4,305,1.24177892304992e-07
AC,1,1,SGPT INC_1,705,1.24175388952746e-07
AC,1,1,PNEUMOTHORAX_4,656,1.24161481385817e-07
AC,1,1,LYMPHANGITIS_3,483,1.24159820493328e-07
AC,1,1,HYPERTENS_2,368,1.24151424922219e-07
AC,1,1,CONVULS_3,134,1.24128259434791e-07
AC,1,1,HYPERTHYR_3,373,1.24128161870044e-07
AC,1,1,PNEUMONIA INTERSTIT_4,648,1.24127929645329e-07
AC,1,1,ERYTHEMA MULT_3,258,1.24127929645327e-07
AC,1,1,HYPOKALEM_1,385,1.24088403506204e-07
AC,1,1,ARRHYTHMIA_2,48,1.24063647346497e-07
AC,1,1,DIZZINESS_4,179,1.24046645765877e-07
AC,1,1,ASTHENIA_4,67,1.23999213841751e-07
AC,1,1,INJECT SITE REACT_4,427,1.23990720585404e-07
AC,1,1,HYPERGLYCEM_2,359,1.23985386939273e-07
AC,1,1,SGOT INC_2,702,1.23854871715307e-07
AC,1,1,HYPOXIA_1,405,1.23746583684084e-07
AC,1,1,HYPERTENS_3,369,1.23712150493645e-07
AC,1,1,NEUROPATHY_2,558,1.23672389123563e-07
AC,1,1,PERSON DIS_2,633,1.23667463014085e-07
AC,1,1,ARRHYTHMIA_3,49,1.23594202082217e-07
AC,1,1,HYPERGLYCEM_3,360,1.23542236450327e-07
AC,1,1,SGPT INC_2,706,1.23502815739334e-07
AC,1,1,HYPERTENS_4,370,1.23436217909144e-07
AC,1,1,HYPOKALEM_2,386,1.23414611955419e-07
AC,1,1,SGOT INC_3,703,1.23404796849171e-07
AC,1,1,HYPERGLYCEM_4,361,1.23326459634769e-07
AC,1,1,ARRHYTHMIA_4,50,1.23320955399095e-07
AC,1,1,PERSON DIS_3,634,1.2319137994682e-07
AC,1,1,NEUROPATHY_3,559,1.23156511808706e-07
AC,1,1,SGOT INC_4,704,1.23129908567455e-07
AC,1,1,SGPT INC_3,707,1.23066596604653e-07
AC,1,1,HYPOXIA_2,406,1.23054398361586e-07
AC,1,1,HYPOKALEM_3,387,1.23001537773214e-07
AC,1,1,PERSON DIS_4,635,1.22942046973178e-07
AC,1,1,NEUROPATHY_4,560,1.22890928878137e-07
AC,1,1,SGPT INC_4,708,1.22792425047732e-07
AC,1,1,HYPOKALEM_4,388,1.22725933432867e-07
AC,1,1,HYPOXIA_3,407,1.22583903888854e-07
AC,1,1,HYPOXIA_4,408,1.22388391704321e-07
AC,1,2,VOMIT_2,836,0.447392641134374
AC,1,2,NAUSEA_2,538,0.423827351367443
AC,1,2,VOMIT_3,837,0.0620292828511551
AC,1,2,NAUSEA_3,539,0.0601083328154666
AC,1,2,VOMIT_4,838,0.00427734751063684
AC,1,2,NAUSEA_1,537,0.00129297702537529
AC,1,2,VOMIT_1,835,0.000860115953690286
AC,1,2,HICCUP_1,350,2.90318879411368e-07
AC,1,2,HYPOTONIA_2,403,2.84235397270264e-07
AC,1,2,LARYNGISMUS_1,454,2.71734907674136e-07
AC,1,2,HEM RECTAL_2,324,2.69539654335943e-07
AC,1,2,NERVOUSNESS_2,552,2.69450269736557e-07
AC,1,2,NEOPLASM THYROID_1,548,2.69435158507243e-07
AC,1,2,NERVOUSNESS_1,551,2.68837759471031e-07
AC,1,2,HEM RECTAL_3,325,2.68568903720246e-07
AC,1,2,HEM RECTAL_1,323,2.68532187121647e-07
AC,1,2,EFFUS PLEURAL_1,234,2.67349887951059e-07
AC,1,2,EFFUS PLEURAL_2,235,2.67089173700275e-07
AC,1,2,LIVER TENDER_1,475,2.66935470464683e-07
AC,1,2,DIARRHEA_2,171,2.65080408679669e-07
AC,1,2,DIARRHEA_3,172,2.65064548938926e-07
AC,1,2,DIARRHEA_4,173,2.64973651211246e-07
AC,1,2,MELENA_1,492,2.6486246778921e-07
AC,1,2,DIARRHEA_1,170,2.64821035426877e-07
AC,1,2,DEHYDRAT_2,154,2.6414392620629e-07
AC,1,2,DEHYDRAT_3,155,2.64105283903449e-07
AC,1,2,DEHYDRAT_1,153,2.63745701625393e-07
AC,1,2,DEHYDRAT_4,156,2.63341227814618e-07
AC,1,2,OSTEOPOROSIS FRACT_3,572,2.63268858944525e-07
AC,1,2,LIVER DAMAGE_1,468,2.63172412405007e-07
AC,1,2,BILIRUBINEM_2,74,2.63130402961734e-07
AC,1,2,CREATININE INC_1,142,2.63086766246259e-07
AC,1,2,HEMOPTYSIS_1,339,2.62737851245054e-07
AC,1,2,ESOPHAGITIS_3,261,2.62703801805662e-07
AC,1,2,EDEMA LARYNX_1,218,2.62688145026665e-07
AC,1,2,OSTEOPOROSIS FRACT_2,571,2.62680932775677e-07
AC,1,2,HYPONATREM_3,395,2.62649673388326e-07
AC,1,2,DUODENITIS_3,185,2.62596927117159e-07
AC,1,2,HYPONATREM_1,394,2.62233550004942e-07
AC,1,2,ESOPHAGITIS_2,260,2.62147174175899e-07
AC,1,2,ESOPHAGITIS_1,259,2.62044364490045e-07
AC,1,2,DYSURIA_1,204,2.61802523767569e-07
AC,1,2,DYSURIA_2,205,2.61727196799616e-07
AC,1,2,DREAM ABNORM_1,180,2.61573150004887e-07
AC,1,2,PAROSMIA_1,629,2.61565066979283e-07
AC,1,2,EFFUS PERICARD_1,231,2.61475662899435e-07
